query_term,latent_feature_number,activation_tokens
boss,21001,"<start_of_turn> user 
 <bos> 

 Hi ! ▁Dear ▁Neal , ▁you ▁are ▁a ▁new ▁comer ▁I ▁think . ▁Glad ▁to ▁meet ▁you . 
 Thank ▁you ▁for ▁your ▁very ▁good ▁advices . 
 For ▁sure ▁you ▁are ▁talking ▁from ▁a ▁boss ▁view ▁point . 
 A ▁good ▁boss ▁must ▁know ▁to ▁use ▁all ▁his ▁employees ▁abilities ▁and ▁“ s ins ” ▁for ▁his ▁profit . 
 And ▁I ▁agree ▁with ▁you : ▁the ▁less ▁he ▁knows ▁about ▁you ▁the ▁less ▁vulnerable ▁you ▁are . 
 This ▁was ▁one ▁of ▁the ▁first ▁advices ▁received ▁when ▁I ▁started ▁to ▁work : 
 don ’ t ▁talk ▁too ▁much ▁about ▁you . 
 Thank ▁you . 

 Hi ! ▁Dear ▁Em iliano , ▁I ▁am ▁reading ▁with ▁interest <end_of_turn> 
"
boss,21001,"<start_of_turn> user 
 <bos> 

 Hi ! ▁Dear ▁Neal , ▁you ▁are ▁a ▁new ▁comer ▁I ▁think . ▁Glad ▁to ▁meet ▁you . 
 Thank ▁you ▁for ▁your ▁very ▁good ▁advices . 
 For ▁sure ▁you ▁are ▁talking ▁from ▁a ▁boss ▁view ▁point . 
 A ▁good ▁boss ▁must ▁know ▁to ▁use ▁all ▁his ▁employees ▁abilities ▁and ▁“ s ins ” ▁for ▁his ▁profit . 
 And ▁I ▁agree ▁with ▁you : ▁the ▁less ▁he ▁knows ▁about ▁you ▁the ▁less ▁vulnerable ▁you ▁are . 
 This ▁was ▁one ▁of ▁the ▁first ▁advices ▁received ▁when ▁I ▁started ▁to ▁work : 
 don ’ t ▁talk ▁too ▁much ▁about ▁you . 
 Thank ▁you . 

 Hi ! ▁Dear ▁Em iliano , ▁I ▁am ▁reading ▁with ▁interest <end_of_turn> 
"
boss,21001,"<start_of_turn> user 
 <bos> ▁had ▁for ▁the ▁river ▁it ▁was ▁raiding . 

 Boss ▁fight . ▁Circa ▁ 1 9 7 9 . 
 Shit ▁just ▁got ▁real , ▁yo . 

 As ▁I ▁grew ▁up , ▁video ▁games ▁got ▁better ▁and ▁their ▁objectives ▁improved . ▁There ▁was ▁plenty ▁of ▁rescuing ▁princesses , ▁of ▁course , ▁and ▁stopping ▁alien ▁brains , ▁and ▁terrorist ▁organizations ▁who ▁apparently ▁had ▁the ▁money ▁to ▁build ▁giant ▁fighting ▁mecha ▁but ▁didn ' t ▁think ▁to ▁put ▁some ▁motion ▁detectors ▁outside ▁their ▁death ▁fort resses , ▁but ▁we ▁also ▁started ▁to ▁see ▁more ▁complex ▁machin ations . ▁Villa ins ▁didn ' t ▁always ▁just ▁tw irl ▁their ▁must aches ▁or ▁go ▁by ▁names ▁like ▁Sin istar – some ▁of ▁them ▁even <end_of_turn> 
"
boss,21001,"<start_of_turn> user 
 <bos> ▁had ▁for ▁the ▁river ▁it ▁was ▁raiding . 

 Boss ▁fight . ▁Circa ▁ 1 9 7 9 . 
 Shit ▁just ▁got ▁real , ▁yo . 

 As ▁I ▁grew ▁up , ▁video ▁games ▁got ▁better ▁and ▁their ▁objectives ▁improved . ▁There ▁was ▁plenty ▁of ▁rescuing ▁princesses , ▁of ▁course , ▁and ▁stopping ▁alien ▁brains , ▁and ▁terrorist ▁organizations ▁who ▁apparently ▁had ▁the ▁money ▁to ▁build ▁giant ▁fighting ▁mecha ▁but ▁didn ' t ▁think ▁to ▁put ▁some ▁motion ▁detectors ▁outside ▁their ▁death ▁fort resses , ▁but ▁we ▁also ▁started ▁to ▁see ▁more ▁complex ▁machin ations . ▁Villa ins ▁didn ' t ▁always ▁just ▁tw irl ▁their ▁must aches ▁or ▁go ▁by ▁names ▁like ▁Sin istar – some ▁of ▁them ▁even <end_of_turn> 
"
boss,21001,"<start_of_turn> user 
 <bos> ▁from ▁Dinah ' s ▁point ▁of ▁view , ▁to ▁see ▁whether ▁she ▁likes ▁them . ▁Dinah ▁hates ▁the ▁establishment ▁which ▁is ▁an ▁ox ym oron . ▁Viv ' s ▁probably ▁the ▁only ▁boss ▁she ' ll ▁accept ▁so ▁she ' s ▁really ▁protective ▁of ▁Viv . ▁It ' ll ▁take ▁her ▁longer ▁to ▁thaw ▁out ▁because ▁there ' s ▁a ▁new ▁D CI ▁that ▁comes ▁in "" ▁( Marilyn ▁Merchant ▁played ▁by ▁Claire ▁Rush brook ). 

 Is ▁Dinah ▁still ▁getting ▁herself ▁into ▁terrible ▁situations ▁and ▁thriving ▁on ▁impulse ▁like ▁she ▁used ▁to ? ▁"" I ▁don ' t ▁think ▁she ' s ▁got ▁it ▁that ▁wrong ▁this ▁year , ▁like ▁in ▁year ▁two ▁with ▁Nor ah ▁At tah ▁where ▁the <end_of_turn> 
"
boss,21001,"<start_of_turn> user 
 <bos> ▁from ▁Dinah ' s ▁point ▁of ▁view , ▁to ▁see ▁whether ▁she ▁likes ▁them . ▁Dinah ▁hates ▁the ▁establishment ▁which ▁is ▁an ▁ox ym oron . ▁Viv ' s ▁probably ▁the ▁only ▁boss ▁she ' ll ▁accept ▁so ▁she ' s ▁really ▁protective ▁of ▁Viv . ▁It ' ll ▁take ▁her ▁longer ▁to ▁thaw ▁out ▁because ▁there ' s ▁a ▁new ▁D CI ▁that ▁comes ▁in "" ▁( Marilyn ▁Merchant ▁played ▁by ▁Claire ▁Rush brook ). 

 Is ▁Dinah ▁still ▁getting ▁herself ▁into ▁terrible ▁situations ▁and ▁thriving ▁on ▁impulse ▁like ▁she ▁used ▁to ? ▁"" I ▁don ' t ▁think ▁she ' s ▁got ▁it ▁that ▁wrong ▁this ▁year , ▁like ▁in ▁year ▁two ▁with ▁Nor ah ▁At tah ▁where ▁the <end_of_turn> 
"
boss,21001,"<start_of_turn> user 
 <bos> ▁“ vi brate ” ▁and ▁bring ▁it ▁with ▁you . ▁Treat ▁this 
 exception ▁with ▁extreme ▁caution , ▁however . ▁Regardless ▁of ▁the ▁urgency ▁of 
 the ▁expected ▁call , ▁your ▁boss ▁will ▁most ▁certainly ▁take ▁a ▁very ▁dim ▁view ▁of ▁a 
 meeting ▁interruption ▁because ▁of ▁your ▁cell ▁phone . ▁It ▁is ▁a ▁far ▁better ▁idea ▁to 
 leave ▁your ▁cell ▁phone ▁at ▁your ▁desk ▁to ▁avoid ▁any ▁“ inter ruption ▁temptation ”. 
 5 . ▁Never ▁use ▁your ▁cell ▁phone ▁in ▁restrooms . ▁This ▁rule ▁may , ▁at ▁first , ▁appear 
 fri vol ous , ▁but ▁the ▁statistics ▁indicate ▁it ▁is ▁an ▁important ▁component ▁of ▁cell 
 phone ▁etiquette . ▁Why ? ▁You ▁often ▁do ▁not ▁know ▁who <end_of_turn> 
"
boss,21001,"<start_of_turn> user 
 <bos> ▁ink ”. ▁So ▁she ▁went ▁to ▁see ▁her ▁boss ▁again ▁( he ▁was ▁passed ▁out ▁from ▁exhaustion ) ▁and ▁got ▁yelled ▁at ▁again ▁( after ▁she ▁woke ▁him ). ▁Eventually ▁she ▁figured ▁out ▁who ▁she ▁was ▁supposed ▁to ▁see , ▁and ▁in ▁exchange ▁for ▁the ▁ink , ▁she ▁was ▁required ▁to ▁deliver ▁a ▁few ▁things , ▁including ▁a ▁message ▁to ▁a ▁certain ▁police ▁precinct . 

 Meanwhile , ▁Mark to ▁left ▁his ▁basement ▁for ▁the ▁first ▁time ▁to ▁wander ▁the ▁streets ▁in ▁search ▁of ▁his ▁father . ▁He ▁saw ▁the ▁seman et ▁urch ins ▁above , ▁and ▁watched ▁as ▁one ▁kee led ▁over ▁and ▁died , ▁splat ting ▁in ▁the ▁street . ▁Another ▁urchin ▁took ▁its ▁place ▁almost ▁immediately . ▁Mark <end_of_turn> 
"
boss,21001,"<start_of_turn> user 
 <bos> _ vem ; 
 ▁▁▁▁ p New Script -> Register Self (); 

 ▁▁▁▁ p New Script ▁= ▁new ▁Script ; 
 ▁▁▁▁ p New Script -> Name ▁= ▁"" boss _ y au j ""; 
 ▁▁▁▁ p New Script -> Get AI ▁= ▁& Get AI _ boss _ y au j ; 
 ▁▁▁▁ p New Script -> Register Self (); 
 } 
 <bos> --- 
 abstract : ▁' The ▁aim ▁of ▁this ▁paper ▁is ▁to ▁establish ▁a ▁global ▁asymptotic ▁equivalence ▁between ▁the ▁experiments ▁generated ▁by ▁the ▁discrete ▁( high ▁frequency ) ▁or ▁continuous ▁observation ▁of ▁a ▁path ▁of ▁a ▁Lé vy ▁process ▁and ▁a ▁Gaussian ▁white ▁noise ▁experiment ▁observed ▁up ▁to ▁a ▁time ▁$ T $, <end_of_turn> 
"
boss,21001,"<start_of_turn> user 
 <bos> _ vem ; 
 ▁▁▁▁ p New Script -> Register Self (); 

 ▁▁▁▁ p New Script ▁= ▁new ▁Script ; 
 ▁▁▁▁ p New Script -> Name ▁= ▁"" boss _ y au j ""; 
 ▁▁▁▁ p New Script -> Get AI ▁= ▁& Get AI _ boss _ y au j ; 
 ▁▁▁▁ p New Script -> Register Self (); 
 } 
 <bos> --- 
 abstract : ▁' The ▁aim ▁of ▁this ▁paper ▁is ▁to ▁establish ▁a ▁global ▁asymptotic ▁equivalence ▁between ▁the ▁experiments ▁generated ▁by ▁the ▁discrete ▁( high ▁frequency ) ▁or ▁continuous ▁observation ▁of ▁a ▁path ▁of ▁a ▁Lé vy ▁process ▁and ▁a ▁Gaussian ▁white ▁noise ▁experiment ▁observed ▁up ▁to ▁a ▁time ▁$ T $, <end_of_turn> 
"
