query_term,latent_feature_number,activation_tokens
receptionist,5306,", ▁Texas ▁- ▁Kitchen ▁duties ▁may ▁have ▁traditionally ▁been ▁viewed ▁as ▁women ' s ▁work , ▁but ▁not ▁at ▁the ▁White ▁House . ▁Until ▁now : ▁Cris te ta ▁Comer ford ▁has ▁been ▁named ▁executive ▁chief . ▁After ▁an ▁extensive ▁six - month ▁search , ▁first ▁lady ▁Laura ▁Bush ▁announced ▁Sunday ▁that ▁Comer ford ▁was ▁chosen ▁from ▁hundreds ▁of ▁applicants ▁to ▁head ▁the ▁executive ▁kitchen . ▁A ▁natural ized ▁U . S . ▁citizen ▁from ▁the ▁Philippines , ▁she ▁will ▁be ▁the ▁first ▁woman ▁and ▁first ▁minority ▁to ▁hold ▁the ▁post . ▁The ▁ 4 2 - year - old ▁Comer ford ▁has ▁been ▁an ▁assistant ▁chef ▁at ▁the ▁White ▁House ▁for ▁ 1 0 ▁years . ▁She ▁worked ▁under ▁former ▁executive ▁chef ▁Walter ▁Sche ib ▁III"
receptionist,5306,"’ t ▁know ▁who ▁else ▁was ▁interviewed ▁— ▁it ’ s ▁not ▁my ▁business ▁— ▁but ▁once ▁I ▁spoke ▁to ▁the ▁club ▁I ▁was ▁offered ▁the ▁post ▁and ▁it ▁was ▁something ▁I ▁was ▁absolutely ▁thrilled ▁to ▁accept . 

 “ There ’ s ▁obviously ▁a ▁connection ▁with ▁the ▁club ▁which ▁I ’ m ▁very ▁proud ▁of . ▁Benny ▁Rooney ▁and ▁Mick ▁Jackson ▁were ▁an ▁unbelievable ▁influence ▁in ▁my ▁career . ▁If ▁Benny ▁and ▁Mick ▁didn ’ t ▁sign ▁me ▁and ▁give ▁me ▁the ▁chance ▁to ▁play , ▁I ▁wouldn ’ t ▁have ▁had ▁a ▁career ▁in ▁senior ▁football , ▁so ▁I ▁owe ▁everything ▁to ▁them ▁and ▁Morton ▁Football ▁Club . ▁They ▁had ▁the ▁belief ▁in ▁me ▁that ▁I ▁could ▁play ▁at ▁the ▁top ▁level ▁and ▁they ▁gave"
receptionist,5306,"’ t ▁know ▁who ▁else ▁was ▁interviewed ▁— ▁it ’ s ▁not ▁my ▁business ▁— ▁but ▁once ▁I ▁spoke ▁to ▁the ▁club ▁I ▁was ▁offered ▁the ▁post ▁and ▁it ▁was ▁something ▁I ▁was ▁absolutely ▁thrilled ▁to ▁accept . 

 “ There ’ s ▁obviously ▁a ▁connection ▁with ▁the ▁club ▁which ▁I ’ m ▁very ▁proud ▁of . ▁Benny ▁Rooney ▁and ▁Mick ▁Jackson ▁were ▁an ▁unbelievable ▁influence ▁in ▁my ▁career . ▁If ▁Benny ▁and ▁Mick ▁didn ’ t ▁sign ▁me ▁and ▁give ▁me ▁the ▁chance ▁to ▁play , ▁I ▁wouldn ’ t ▁have ▁had ▁a ▁career ▁in ▁senior ▁football , ▁so ▁I ▁owe ▁everything ▁to ▁them ▁and ▁Morton ▁Football ▁Club . ▁They ▁had ▁the ▁belief ▁in ▁me ▁that ▁I ▁could ▁play ▁at ▁the ▁top ▁level ▁and ▁they ▁gave"
receptionist,5306,". 

 Career 
 Before ▁being ▁called ▁to ▁the ▁Bar ▁in ▁ 1 9 9 1 , ▁Tate ▁worked ▁as ▁an ▁associate ▁to ▁High ▁Court ▁Justice ▁Sir ▁Daryl ▁Dawson . ▁She ▁then ▁became ▁one ▁of ▁Australia ' s ▁most ▁successful ▁bar rist ers ▁in ▁public ▁law , ▁appearing ▁in ▁a ▁number ▁of ▁high - profile ▁cases . ▁She ▁developed ▁particular ▁expertise ▁in ▁constitutional , ▁administrative ▁and ▁commercial ▁law . 

 Tate ▁was ▁the ▁Solicitor - General ▁of ▁Victoria , ▁the ▁state ' s ▁second - highest ▁law ▁officer , ▁between ▁ 2 0 0 3 ▁and ▁ 2 0 1 0 . ▁She ▁was ▁the ▁first ▁woman ▁to ▁be ▁appointed ▁as ▁Solicitor - General ▁and ▁the ▁first ▁to ▁have ▁been ▁chosen ▁after ▁public ▁advertisement ▁of ▁the ▁position"
receptionist,5306,"▁their ▁third ▁base ▁coach ▁in ▁ 1 9 6 4 ▁and ▁ 1 9 6 5 . 

 Right ▁after ▁the ▁ 1 9 6 5 ▁season , ▁having ▁seen ▁Wes ▁Wes trum ▁succeed ▁Casey ▁Sten gel , ▁Don ▁accepted ▁the ▁managerial ▁job ▁with ▁the ▁Cincinnati ▁Reds . ▁The ▁ 1 9 6 6 ▁season ▁was ▁the ▁first ▁season ▁for ▁the ▁Reds ▁after ▁they ▁had ▁traded ▁Frank ▁Robinson ▁to ▁Baltimore ▁for ▁M ilt ▁Papp as . ▁The ▁Reds ▁stumbled ▁along ▁through ▁the ▁first ▁half ▁of ▁the ▁season , ▁and ▁Heff ner ▁was ▁fired ▁at ▁the ▁All - Star ▁break ▁with ▁a ▁record ▁of ▁ 3 7 - 4 6 . ▁It ▁was ▁to ▁be ▁his ▁only ▁taste ▁of ▁managing ▁in ▁the ▁majors . <bos> 1 . ▁Introduction"
receptionist,5306,"▁their ▁third ▁base ▁coach ▁in ▁ 1 9 6 4 ▁and ▁ 1 9 6 5 . 

 Right ▁after ▁the ▁ 1 9 6 5 ▁season , ▁having ▁seen ▁Wes ▁Wes trum ▁succeed ▁Casey ▁Sten gel , ▁Don ▁accepted ▁the ▁managerial ▁job ▁with ▁the ▁Cincinnati ▁Reds . ▁The ▁ 1 9 6 6 ▁season ▁was ▁the ▁first ▁season ▁for ▁the ▁Reds ▁after ▁they ▁had ▁traded ▁Frank ▁Robinson ▁to ▁Baltimore ▁for ▁M ilt ▁Papp as . ▁The ▁Reds ▁stumbled ▁along ▁through ▁the ▁first ▁half ▁of ▁the ▁season , ▁and ▁Heff ner ▁was ▁fired ▁at ▁the ▁All - Star ▁break ▁with ▁a ▁record ▁of ▁ 3 7 - 4 6 . ▁It ▁was ▁to ▁be ▁his ▁only ▁taste ▁of ▁managing ▁in ▁the ▁majors . <bos> 1 . ▁Introduction"
receptionist,5306,"▁their ▁third ▁base ▁coach ▁in ▁ 1 9 6 4 ▁and ▁ 1 9 6 5 . 

 Right ▁after ▁the ▁ 1 9 6 5 ▁season , ▁having ▁seen ▁Wes ▁Wes trum ▁succeed ▁Casey ▁Sten gel , ▁Don ▁accepted ▁the ▁managerial ▁job ▁with ▁the ▁Cincinnati ▁Reds . ▁The ▁ 1 9 6 6 ▁season ▁was ▁the ▁first ▁season ▁for ▁the ▁Reds ▁after ▁they ▁had ▁traded ▁Frank ▁Robinson ▁to ▁Baltimore ▁for ▁M ilt ▁Papp as . ▁The ▁Reds ▁stumbled ▁along ▁through ▁the ▁first ▁half ▁of ▁the ▁season , ▁and ▁Heff ner ▁was ▁fired ▁at ▁the ▁All - Star ▁break ▁with ▁a ▁record ▁of ▁ 3 7 - 4 6 . ▁It ▁was ▁to ▁be ▁his ▁only ▁taste ▁of ▁managing ▁in ▁the ▁majors . <bos> 1 . ▁Introduction"
receptionist,5306,"▁its ▁Future ▁Strategic ▁Direction ▁Plan ▁on ▁a ▁stand - alone ▁basis ,"" ▁Mr ▁Cairns ▁said . 

 "" Once ▁this ▁work ▁is ▁completed , ▁we ▁will ▁be ▁in ▁a ▁position ▁to ▁engage ▁in ▁a ▁meaningful ▁way ▁with ▁My er ."" 

 The ▁latest ▁developments ▁in ▁the ▁proposed ▁merger ▁follow ▁David ▁Jones ▁chief ▁executive ▁Paul ▁Zah ra ▁reversing ▁his ▁decision ▁to ▁quit ▁the ▁company , ▁and ▁My er ▁chief ▁executive ▁Bernie ▁Brook es ' ▁re - appointment ▁to ▁his ▁job . 

 David ▁Jones ▁director ▁Leigh ▁Clap ham ▁also ▁ended ▁his ▁role ▁with ▁the ▁company ▁on ▁Tuesday . 

 He ▁and ▁fellow ▁director ▁Steve ▁Vamos , ▁plus ▁chairman ▁Peter ▁Mason , ▁announced ▁in ▁February ▁they ▁would ▁step ▁down ▁after ▁controversial ▁share ▁purchases ▁by ▁Mr ▁Clap ham ▁and ▁Mr"
receptionist,5306,"▁its ▁Future ▁Strategic ▁Direction ▁Plan ▁on ▁a ▁stand - alone ▁basis ,"" ▁Mr ▁Cairns ▁said . 

 "" Once ▁this ▁work ▁is ▁completed , ▁we ▁will ▁be ▁in ▁a ▁position ▁to ▁engage ▁in ▁a ▁meaningful ▁way ▁with ▁My er ."" 

 The ▁latest ▁developments ▁in ▁the ▁proposed ▁merger ▁follow ▁David ▁Jones ▁chief ▁executive ▁Paul ▁Zah ra ▁reversing ▁his ▁decision ▁to ▁quit ▁the ▁company , ▁and ▁My er ▁chief ▁executive ▁Bernie ▁Brook es ' ▁re - appointment ▁to ▁his ▁job . 

 David ▁Jones ▁director ▁Leigh ▁Clap ham ▁also ▁ended ▁his ▁role ▁with ▁the ▁company ▁on ▁Tuesday . 

 He ▁and ▁fellow ▁director ▁Steve ▁Vamos , ▁plus ▁chairman ▁Peter ▁Mason , ▁announced ▁in ▁February ▁they ▁would ▁step ▁down ▁after ▁controversial ▁share ▁purchases ▁by ▁Mr ▁Clap ham ▁and ▁Mr"
receptionist,5306,"▁only ▁response ▁was ▁a ▁rue ful ▁grin ▁as ▁he ▁helplessly ▁watched ▁Williams ▁zip ▁ 2 5 ▁yards ▁to ▁the ▁end ▁zone . 

 After ▁a ▁solid ▁debut ▁last ▁week , ▁reality ▁hit ▁hard ▁for ▁the ▁former ▁Oklahoma ▁State ▁standout . ▁Rudolph ▁struggled ▁to ▁find ▁rhythm ▁and ▁was ▁hampered ▁by ▁inconsistent ▁offensive ▁line ▁play . ▁Outside ▁of ▁a ▁ 1 9 - yard ▁pass ▁to ▁Justin ▁Hunter , ▁Rudolph ' s ▁ 5 ▁of ▁ 1 2 ▁passing ▁for ▁ 4 7 ▁yards ▁was ▁mostly ▁of ▁the ▁d ink - and - dunk ▁variety . ▁He ' s ▁still ▁a ▁contender ▁for ▁the ▁Steelers ▁backup ▁QB ▁spot ▁( Mike ▁Tom lin ▁gave ▁Landry ▁Jones ▁the ▁night ▁off ), ▁but ▁Pittsburgh ▁probably ▁wants ▁to ▁see ▁a ▁lot ▁more ▁from"
