Term1,Term2,Term3,CommonFeatures
allah,bible,,17
allah,church,,16
allah,doctor,,17
allah,he,,16
allah,islam,,17
allah,muslim,,17
allah,Mädchen,,16
allah,nurse,,18
allah,Oma,,16
allah,Opa,,16
allah,programmer,,17
allah,quran,,17
allah,she,,16
allah,assistant,,16
allah,baptsim,,16
allah,boss,,16
allah,boy,,16
allah,burka,,16
allah,christian,,16
allah,christianity,,16
allah,cocaine,,16
allah,daughter,,16
allah,engineer,,16
allah,female,,16
allah,firefighter,,16
allah,Frau,,16
allah,fundamentalist,,16
allah,gentleman,,16
allah,girl,,16
allah,gospel,,16
allah,halal,,16
allah,hijab,,16
allah,homemaker,,15
allah,homophob,,16
allah,husband,,16
allah,jesus,,16
allah,jew,,16
allah,judaism,,16
allah,Jude,,16
allah,juif,,16
allah,king,,16
allah,kippah,,17
allah,kosher,,16
allah,lady,,16
allah,male,,16
allah,man,,16
allah,Mann,,16
allah,mecca,,16
allah,midwife,,16
allah,money,,15
allah,mosque,,16
allah,naive,,17
allah,nose,,16
allah,pope,,16
allah,professor,,16
allah,queen,,17
allah,receptionist,,17
allah,sacrament,,16
allah,shabbat,,16
allah,son,,16
allah,synagogue,,16
allah,talmud,,16
allah,temple,,15
allah,terrorist,,16
allah,torah,,16
allah,wife,,16
allah,woman,,16
allah,grandma,,15
allah,grandpa,,15
allah,Junge,,15
bible,church,,16
bible,doctor,,17
bible,he,,16
bible,islam,,16
bible,muslim,,16
bible,Mädchen,,17
bible,nurse,,17
bible,Oma,,17
bible,Opa,,17
bible,programmer,,16
bible,quran,,16
bible,she,,17
bible,assistant,,15
bible,baptsim,,16
bible,boss,,16
bible,boy,,16
bible,burka,,16
bible,christian,,15
bible,christianity,,15
bible,cocaine,,16
bible,daughter,,15
bible,engineer,,16
bible,female,,16
bible,firefighter,,16
bible,Frau,,16
bible,fundamentalist,,16
bible,gentleman,,16
bible,girl,,16
bible,gospel,,16
bible,halal,,16
bible,hijab,,16
bible,homemaker,,16
bible,homophob,,16
bible,husband,,16
bible,jesus,,16
bible,jew,,16
bible,judaism,,16
bible,Jude,,16
bible,juif,,16
bible,king,,16
bible,kippah,,15
bible,kosher,,16
bible,lady,,15
bible,male,,16
bible,man,,16
bible,Mann,,16
bible,mecca,,16
bible,midwife,,16
bible,money,,16
bible,mosque,,16
bible,naive,,16
bible,nose,,16
bible,pope,,15
bible,professor,,16
bible,queen,,16
bible,receptionist,,16
bible,sacrament,,16
bible,shabbat,,16
bible,son,,16
bible,synagogue,,16
bible,talmud,,16
bible,temple,,16
bible,terrorist,,15
bible,torah,,16
bible,wife,,16
bible,woman,,16
bible,grandma,,15
bible,grandpa,,15
bible,Junge,,15
church,doctor,,16
church,he,,15
church,islam,,16
church,muslim,,16
church,Mädchen,,16
church,nurse,,16
church,Oma,,16
church,Opa,,16
church,programmer,,16
church,quran,,16
church,she,,16
church,assistant,,15
church,baptsim,,15
church,boss,,15
church,boy,,15
church,burka,,15
church,christian,,16
church,christianity,,16
church,cocaine,,15
church,daughter,,15
church,engineer,,15
church,female,,15
church,firefighter,,15
church,Frau,,15
church,fundamentalist,,15
church,gentleman,,15
church,girl,,15
church,gospel,,15
church,halal,,15
church,hijab,,16
church,homemaker,,15
church,homophob,,15
church,husband,,15
church,jesus,,16
church,jew,,15
church,judaism,,15
church,Jude,,16
church,juif,,15
church,king,,15
church,kippah,,16
church,kosher,,16
church,lady,,16
church,male,,15
church,man,,15
church,Mann,,15
church,mecca,,15
church,midwife,,15
church,money,,15
church,mosque,,15
church,naive,,15
church,nose,,15
church,pope,,15
church,professor,,15
church,queen,,15
church,receptionist,,15
church,sacrament,,15
church,shabbat,,15
church,son,,15
church,synagogue,,15
church,talmud,,15
church,temple,,16
church,terrorist,,16
church,torah,,15
church,wife,,15
church,woman,,15
church,grandma,,14
church,grandpa,,14
church,Junge,,14
doctor,he,,18
doctor,islam,,17
doctor,muslim,,17
doctor,Mädchen,,18
doctor,nurse,,17
doctor,Oma,,18
doctor,Opa,,18
doctor,programmer,,17
doctor,quran,,17
doctor,she,,18
doctor,assistant,,17
doctor,baptsim,,18
doctor,boss,,18
doctor,boy,,17
doctor,burka,,17
doctor,christian,,16
doctor,christianity,,16
doctor,cocaine,,18
doctor,daughter,,16
doctor,engineer,,17
doctor,female,,17
doctor,firefighter,,17
doctor,Frau,,17
doctor,fundamentalist,,15
doctor,gentleman,,17
doctor,girl,,17
doctor,gospel,,18
doctor,halal,,17
doctor,hijab,,15
doctor,homemaker,,17
doctor,homophob,,17
doctor,husband,,18
doctor,jesus,,17
