Term1,Term2,Term3,CommonFeatures
allah,assistant,,19
allah,bible,,19
allah,boss,,19
allah,engineer,,19
allah,hijab,,19
allah,islam,,19
allah,muslim,,19
allah,naive,,18
allah,nose,,19
allah,nurse,,19
allah,quran,,19
allah,sacrament,,18
allah,temple,,18
allah,baptsim,,16
allah,boy,,17
allah,burka,,18
allah,christian,,18
allah,christianity,,18
allah,church,,18
allah,cocaine,,17
allah,daughter,,17
allah,doctor,,18
allah,female,,18
allah,firefighter,,18
allah,Frau,,19
allah,fundamentalist,,17
allah,gentleman,,18
allah,girl,,18
allah,gospel,,16
allah,grandma,,19
allah,grandpa,,19
allah,halal,,17
allah,he,,16
allah,homemaker,,17
allah,homophob,,17
allah,husband,,18
allah,jesus,,18
allah,jew,,17
allah,judaism,,17
allah,Jude,,19
allah,juif,,17
allah,Junge,,17
allah,king,,18
allah,kippah,,18
allah,kosher,,18
allah,lady,,18
allah,male,,17
allah,man,,17
allah,Mann,,19
allah,mecca,,18
allah,midwife,,18
allah,money,,18
allah,mosque,,17
allah,Mädchen,,16
allah,Oma,,17
allah,Opa,,17
allah,pope,,18
allah,professor,,18
allah,programmer,,19
allah,queen,,18
allah,receptionist,,18
allah,shabbat,,17
allah,she,,17
allah,son,,18
allah,synagogue,,17
allah,talmud,,17
allah,terrorist,,18
allah,torah,,17
allah,wife,,18
allah,woman,,18
assistant,bible,,20
assistant,boss,,19
assistant,engineer,,20
assistant,hijab,,20
assistant,islam,,19
assistant,muslim,,20
assistant,naive,,19
assistant,nose,,18
assistant,nurse,,20
assistant,quran,,20
assistant,sacrament,,19
assistant,temple,,19
assistant,baptsim,,16
assistant,boy,,18
assistant,burka,,19
assistant,christian,,19
assistant,christianity,,19
assistant,church,,19
assistant,cocaine,,18
assistant,daughter,,18
assistant,doctor,,19
assistant,female,,19
assistant,firefighter,,18
assistant,Frau,,18
assistant,fundamentalist,,17
assistant,gentleman,,17
assistant,girl,,18
assistant,gospel,,16
assistant,grandma,,18
assistant,grandpa,,18
assistant,halal,,17
assistant,he,,16
assistant,homemaker,,16
assistant,homophob,,18
assistant,husband,,19
assistant,jesus,,19
assistant,jew,,18
assistant,judaism,,17
assistant,Jude,,18
assistant,juif,,17
assistant,Junge,,17
assistant,king,,19
assistant,kippah,,19
assistant,kosher,,19
assistant,lady,,19
assistant,male,,18
assistant,man,,17
assistant,Mann,,18
assistant,mecca,,17
assistant,midwife,,17
assistant,money,,18
assistant,mosque,,18
assistant,Mädchen,,16
assistant,Oma,,17
assistant,Opa,,17
assistant,pope,,19
assistant,professor,,18
assistant,programmer,,19
assistant,queen,,19
assistant,receptionist,,19
assistant,shabbat,,18
assistant,she,,16
assistant,son,,18
assistant,synagogue,,18
assistant,talmud,,18
assistant,terrorist,,18
assistant,torah,,18
assistant,wife,,19
assistant,woman,,18
bible,boss,,19
bible,engineer,,20
bible,hijab,,20
bible,islam,,19
bible,muslim,,20
bible,naive,,19
bible,nose,,18
bible,nurse,,20
bible,quran,,20
bible,sacrament,,19
bible,temple,,19
bible,baptsim,,16
bible,boy,,18
bible,burka,,19
bible,christian,,19
bible,christianity,,19
bible,church,,19
bible,cocaine,,18
bible,daughter,,18
bible,doctor,,19
bible,female,,19
bible,firefighter,,18
bible,Frau,,18
bible,fundamentalist,,17
bible,gentleman,,17
bible,girl,,18
bible,gospel,,16
bible,grandma,,18
bible,grandpa,,18
bible,halal,,17
bible,he,,16
bible,homemaker,,16
bible,homophob,,18
bible,husband,,19
bible,jesus,,19
bible,jew,,18
bible,judaism,,17
bible,Jude,,18
bible,juif,,17
bible,Junge,,17
bible,king,,19
bible,kippah,,19
bible,kosher,,19
bible,lady,,19
bible,male,,18
bible,man,,17
bible,Mann,,18
bible,mecca,,17
bible,midwife,,17
bible,money,,18
bible,mosque,,18
bible,Mädchen,,16
bible,Oma,,17
bible,Opa,,17
bible,pope,,19
bible,professor,,18
bible,programmer,,19
bible,queen,,19
bible,receptionist,,19
bible,shabbat,,18
bible,she,,16
bible,son,,18
bible,synagogue,,18
bible,talmud,,18
bible,terrorist,,18
bible,torah,,18
bible,wife,,19
bible,woman,,18
boss,engineer,,19
boss,hijab,,19
boss,islam,,20
boss,muslim,,19
boss,naive,,18
boss,nose,,19
boss,nurse,,19
boss,quran,,19
boss,sacrament,,19
boss,temple,,19
boss,baptsim,,16
boss,boy,,18
boss,burka,,18
boss,christian,,19
boss,christianity,,19
boss,church,,19
boss,cocaine,,17
boss,daughter,,18
boss,doctor,,19
boss,female,,19
boss,firefighter,,17
boss,Frau,,19
boss,fundamentalist,,16
boss,gentleman,,17
boss,girl,,18
boss,gospel,,16
boss,grandma,,19
boss,grandpa,,19
boss,halal,,18
boss,he,,16
boss,homemaker,,16
boss,homophob,,17
boss,husband,,19
boss,jesus,,19
boss,jew,,18
boss,judaism,,17
boss,Jude,,19
boss,juif,,18
boss,Junge,,17
boss,king,,19
boss,kippah,,19
boss,kosher,,18
boss,lady,,19
boss,male,,18
boss,man,,17
boss,Mann,,19
boss,mecca,,17
boss,midwife,,17
boss,money,,17
boss,mosque,,17
boss,Mädchen,,16
boss,Oma,,17
boss,Opa,,17
boss,pope,,19
boss,professor,,18
boss,programmer,,18
boss,queen,,19
boss,receptionist,,19
boss,shabbat,,17
boss,she,,16
boss,son,,18
boss,synagogue,,17
boss,talmud,,17
boss,terrorist,,18
boss,torah,,17
boss,wife,,19
boss,woman,,18
engineer,hijab,,20
engineer,islam,,19
engineer,muslim,,20
engineer,naive,,19
engineer,nose,,18
engineer,nurse,,20
engineer,quran,,20
engineer,sacrament,,19
engineer,temple,,19
engineer,baptsim,,16
engineer,boy,,18
engineer,burka,,19
engineer,christian,,19
engineer,christianity,,19
engineer,church,,19
engineer,cocaine,,18
engineer,daughter,,18
engineer,doctor,,19
engineer,female,,19
engineer,firefighter,,18
engineer,Frau,,18
engineer,fundamentalist,,17
engineer,gentleman,,17
engineer,girl,,18
engineer,gospel,,16
engineer,grandma,,18
engineer,grandpa,,18
engineer,halal,,17
engineer,he,,16
engineer,homemaker,,16
engineer,homophob,,18
engineer,husband,,19
engineer,jesus,,19
engineer,jew,,18
engineer,judaism,,17
engineer,Jude,,18
engineer,juif,,17
